Ssiderea246914	K01301
Ssiderea264604	K26112
Ssiderea256577	K13105
Ssiderea253499	K00545
Ssiderea223756	K05658
Ssiderea258682	K00476
Ssiderea221021	K18274
Ssiderea245034	K18164
Ssiderea258856	K08576
Ssiderea236489	K09596
Ssiderea239519	K02888
Ssiderea233345	K14213
Ssiderea260349	K13208
Ssiderea230539	K06252
Ssiderea242656	K05330
Ssiderea260946	K10776
Ssiderea221902	K16196
Ssiderea247266	K24469
Ssiderea255404	K09606
Ssiderea215364	K03247
Ssiderea231765	K24730
Ssiderea262849	K05728
Ssiderea243252	K14767
Ssiderea252434	K07199
Ssiderea232582	K14523
Ssiderea261266	K10408
Ssiderea123547	K16307
Ssiderea259136	K04570
Ssiderea262446	K17635
Ssiderea221632	K26053
Ssiderea260562	K17480
Ssiderea239896	K07375
Ssiderea215689	K06630
Ssiderea270502	K01020
Ssiderea241216	K04453
Ssiderea250852	K10770
Ssiderea262522	K03654
Ssiderea241926	K12646
Ssiderea205187	K10408
Ssiderea240285	K00326
Ssiderea245973	K01061
Ssiderea270807	K25395
Ssiderea255261	K11135
Ssiderea261749	K20520
Ssiderea256450	K11282
Ssiderea243499	K23860
Ssiderea267105	K16608
Ssiderea167631	K14753
Ssiderea256524	K23437
Ssiderea252375	K06692
Ssiderea265935	K20705
Ssiderea170905	K11997
Ssiderea247257	K16590
Ssiderea264296	K00485
Ssiderea245004	K24734
Ssiderea269273	K05502
Ssiderea222064	K03174
Ssiderea256176	K01092
Ssiderea254993	K24468
Ssiderea264171	K00654
Ssiderea212429	K10408
Ssiderea271448	K04988
Ssiderea244842	K07904
Ssiderea244563	K01922
Ssiderea239777	K01867
Ssiderea255017	K14457
Ssiderea263565	K01874
Ssiderea267565	K10297
Ssiderea161906	K02938
Ssiderea227159	K15109
Ssiderea225101	K09310
Ssiderea264257	K13369
Ssiderea268558	K25543
Ssiderea212876	K18598
Ssiderea261171	K02183
Ssiderea224936	K25738
Ssiderea255660	K19944
Ssiderea250818	K02830
Ssiderea231563	K10268
Ssiderea253522	K26165
Ssiderea257994	K06240
Ssiderea228673	K04854
Ssiderea219393	K10571
Ssiderea239473	K13130
Ssiderea188530	K02964
Ssiderea264617	K11855
Ssiderea42294	K04830
Ssiderea263727	K11251
Ssiderea212757	K22855
Ssiderea246107	K01754
Ssiderea260047	K00463
Ssiderea143926	K03233
Ssiderea235230	K05695
Ssiderea258366	K08585
Ssiderea262903	K02955
Ssiderea258637	K00629
Ssiderea252396	K03678
Ssiderea256466	K25648
Ssiderea249621	K24680
Ssiderea266307	K02105
Ssiderea392150	K04358
Ssiderea154732	K19026
Ssiderea262177	K00306
Ssiderea240411	K20456
Ssiderea234607	K00901
Ssiderea224647	K00876
Ssiderea234929	K02516
Ssiderea255590	K10899
Ssiderea223679	K09641
Ssiderea220211	K24437
Ssiderea263828	K05015
Ssiderea230632	K06201
Ssiderea269484	K10260
Ssiderea154185	K15711
Ssiderea240213	K08465
Ssiderea241058	K11155
Ssiderea338176	K08056
Ssiderea232501	K10580
Ssiderea243647	K10284
Ssiderea262727	K04887
Ssiderea202723	K09632
Ssiderea199985	K24469
Ssiderea227216	K25700
Ssiderea238386	K02739
Ssiderea184840	K22754
Ssiderea230814	K14565
Ssiderea256940	K01557
Ssiderea242988	K08031
Ssiderea267654	K07497
Ssiderea257395	K11366
Ssiderea261675	K01869
Ssiderea259664	K03035
Ssiderea248870	K23852
Ssiderea238747	K16060
Ssiderea249289	K19909
Ssiderea250316	K00323
Ssiderea227493	K25358
Ssiderea238641	K18169
Ssiderea229370	K20858
Ssiderea267649	K20685
Ssiderea254649	K10567
Ssiderea269802	K16477
Ssiderea232144	K14764
Ssiderea266479	K10404
Ssiderea271395	K24936
Ssiderea270101	K20051
Ssiderea255135	K25460
Ssiderea268594	K21734
Ssiderea242571	K08866
Ssiderea215891	K04892
Ssiderea259129	K02085
Ssiderea249602	K15445
Ssiderea265510	K06924
Ssiderea256784	K08132
Ssiderea233548	K00734
Ssiderea248974	K11592
Ssiderea234201	K14018
Ssiderea261924	K08776
Ssiderea264035	K07195
Ssiderea270524	K24317
Ssiderea260054	K24942
Ssiderea230050	K14295
Ssiderea262173	K13095
Ssiderea248913	K21862
Ssiderea280407	K10737
Ssiderea270897	K20051
Ssiderea224663	K01587
Ssiderea267922	K00871
Ssiderea510021	K17687
Ssiderea245830	K03240
Ssiderea269076	K10593
Ssiderea241627	K07192
Ssiderea261280	K25817
Ssiderea233300	K00760
Ssiderea237204	K11997
Ssiderea253618	K15865
Ssiderea231029	K07752
Ssiderea259220	K00605
Ssiderea256199	K25174
Ssiderea254302	K06754
Ssiderea258081	K09454
Ssiderea262343	K16743
Ssiderea243609	K25647
Ssiderea253095	K21596
Ssiderea455710	K00720
Ssiderea271136	K00913
Ssiderea382987	K01365
Ssiderea257455	K22324
Ssiderea265795	K12619
Ssiderea243785	K02949
Ssiderea207032	K09067
Ssiderea267788	K18933
Ssiderea247848	K11703
Ssiderea262618	K00626
Ssiderea254034	K15277
Ssiderea260369	K06530
Ssiderea240927	K05751
Ssiderea264449	K09848
Ssiderea212929	K04142
Ssiderea265953	K16733
Ssiderea261980	K14389
Ssiderea264158	K12472
Ssiderea267117	K15156
Ssiderea260841	K01893
Ssiderea246640	K24927
Ssiderea256098	K15407
Ssiderea266741	K24964
Ssiderea222502	K24425
Ssiderea245129	K08892
Ssiderea306037	K10408
Ssiderea228686	K02987
Ssiderea265320	K09435
Ssiderea249893	K01061
Ssiderea261026	K15620
Ssiderea246002	K22644
Ssiderea261056	K13711
Ssiderea264888	K15544
Ssiderea228793	K08770
Ssiderea214924	K18849
Ssiderea253765	K18728
Ssiderea259442	K04249
Ssiderea271864	K05110
Ssiderea266791	K01530
Ssiderea220380	K19899
Ssiderea250209	K08202
Ssiderea205931	K07497
Ssiderea227254	K11298
Ssiderea232726	K09662
Ssiderea219036	K06630
Ssiderea236434	K08186
Ssiderea311796	K02997
Ssiderea200867	K08824
Ssiderea270486	K00264
Ssiderea204829	K06839
Ssiderea236321	K16799
Ssiderea229876	K05111
Ssiderea266694	K08857
Ssiderea236705	K15258
Ssiderea199440	K19559
Ssiderea249326	K10624
Ssiderea180769	K16743
Ssiderea253025	K14074
Ssiderea258899	K01537
Ssiderea271756	K14557
Ssiderea228687	K16599
Ssiderea252515	K22614
Ssiderea236425	K15015
Ssiderea259398	K20198
Ssiderea202573	K13251
Ssiderea235940	K12272
Ssiderea270135	K11251
Ssiderea387625	K08117
Ssiderea247229	K07855
Ssiderea253576	K19491
Ssiderea211548	K15113
Ssiderea31237	K08734
Ssiderea221052	K04912
Ssiderea264760	K03654
Ssiderea230437	K01410
Ssiderea253000	K16479
Ssiderea264828	K14834
Ssiderea240553	K24632
Ssiderea232442	K22449
Ssiderea234407	K20168
Ssiderea234888	K15169
Ssiderea260668	K12655
Ssiderea231761	K05665
Ssiderea239451	K12870
Ssiderea265495	K04984
Ssiderea240946	K09219
Ssiderea221730	K12035
Ssiderea254734	K20289
Ssiderea270758	K15255
Ssiderea182342	K10388
Ssiderea269731	K17925
Ssiderea270351	K01965
Ssiderea271658	K10454
Ssiderea245403	K16639
Ssiderea265077	K23413
Ssiderea238425	K03515
Ssiderea241268	K09267
Ssiderea236248	K01473
Ssiderea159049	K02295
Ssiderea211933	K14648
Ssiderea269665	K10408
Ssiderea265057	K00108
Ssiderea259984	K08842
Ssiderea202848	K10408
Ssiderea262112	K09209
Ssiderea261301	K04043
Ssiderea248328	K12163
Ssiderea241159	K03332
Ssiderea241070	K20360
Ssiderea268437	K22262
Ssiderea260016	K01672
Ssiderea249422	K10424
Ssiderea263951	K10478
Ssiderea264736	K00069
Ssiderea266995	K07918
Ssiderea224032	K18060
Ssiderea589255	K01100
Ssiderea392429	K09613
Ssiderea200696	K12311
Ssiderea256742	K06491
Ssiderea268347	K08726
Ssiderea249929	K12669
Ssiderea218744	K16449
Ssiderea253981	K23113
Ssiderea234699	K25551
Ssiderea255196	K23794
Ssiderea246572	K23852
Ssiderea263803	K25572
Ssiderea218638	K25808
Ssiderea322086	K12852
Ssiderea257475	K11313
Ssiderea131759	K05208
Ssiderea243226	K01301
Ssiderea214437	K11254
Ssiderea221884	K06825
Ssiderea183646	K10592
Ssiderea269436	K00784
Ssiderea203695	K03283
Ssiderea255339	K01052
Ssiderea238601	K14616
Ssiderea263576	K10300
Ssiderea241836	K11421
Ssiderea246926	K09485
Ssiderea222111	K03964
Ssiderea232141	K18422
Ssiderea250892	K16753
Ssiderea262233	K18405
Ssiderea263733	K17637
Ssiderea235487	K24936
Ssiderea253792	K15259
Ssiderea243890	K07911
Ssiderea257422	K13047
Ssiderea252508	K14206
Ssiderea244479	K01262
Ssiderea151862	K01952
Ssiderea260879	K06819
Ssiderea270679	K10642
Ssiderea255039	K00432
Ssiderea223349	K00815
Ssiderea229729	K06180
Ssiderea254967	K24936
Ssiderea217275	K06179
Ssiderea251770	K11163
Ssiderea262031	K23330
Ssiderea225567	K01735
Ssiderea235380	K19328
Ssiderea247943	K22900
Ssiderea217198	K20103
Ssiderea262244	K11876
Ssiderea254930	K02731
Ssiderea270597	K06237
Ssiderea234095	K10584
Ssiderea241862	K09208
Ssiderea242242	K03037
Ssiderea270781	K06662
Ssiderea264458	K16543
Ssiderea200621	K17690
Ssiderea261348	K06691
Ssiderea264417	K24690
Ssiderea173241	K06180
Ssiderea226428	K17681
Ssiderea340841	K12035
Ssiderea259486	K08547
Ssiderea240842	K13754
Ssiderea269841	K17915
Ssiderea256798	K05691
Ssiderea269953	K07556
Ssiderea219425	K13354
Ssiderea268092	K11090
Ssiderea260885	K12309
Ssiderea241982	K02677
Ssiderea244554	K22827
Ssiderea266788	K03513
Ssiderea230340	K15423
Ssiderea259703	K08863
Ssiderea264622	K24186
Ssiderea232520	K22754
Ssiderea240033	K16468
Ssiderea226470	K06467
Ssiderea253498	K21734
Ssiderea249812	K00318
Ssiderea79117	K00472
Ssiderea228630	K02985
Ssiderea244032	K11141
Ssiderea265799	K12401
Ssiderea230465	K22188
Ssiderea219396	K06180
Ssiderea259196	K01835
Ssiderea188926	K01637
Ssiderea268998	K24053
Ssiderea267773	K23342
Ssiderea220190	K18890
Ssiderea261101	K22862
Ssiderea267847	K11182
Ssiderea250243	K09584
Ssiderea258120	K20181
Ssiderea258371	K24835
Ssiderea255940	K13155
Ssiderea239448	K20996
Ssiderea223576	K04163
Ssiderea266801	K12460
Ssiderea268764	K16533
Ssiderea268158	K11997
Ssiderea248933	K15685
Ssiderea229947	K00249
Ssiderea224614	K13515
Ssiderea234806	K02967
Ssiderea241204	K15261
Ssiderea265423	K14294
Ssiderea264454	K06820
Ssiderea251211	K07937
Ssiderea224296	K02984
Ssiderea259246	K18622
Ssiderea111956	K14165
Ssiderea260471	K22390
Ssiderea259162	K07901
Ssiderea238145	K03283
Ssiderea266455	K11252
Ssiderea550412	K05757
Ssiderea242899	K18169
Ssiderea291317	K22919
Ssiderea262363	K05657
Ssiderea252343	K17569
Ssiderea244334	K25537
Ssiderea259752	K18592
Ssiderea251985	K00059
Ssiderea234983	K20195
Ssiderea246410	K18426
Ssiderea257654	K09851
Ssiderea252091	K08465
Ssiderea254625	K16719
Ssiderea233762	K02528
Ssiderea219362	K16533
Ssiderea256232	K20181
Ssiderea116340	K10380
Ssiderea239687	K16316
Ssiderea278757	K05312
Ssiderea241136	K24064
Ssiderea268913	K16538
Ssiderea266784	K23218
Ssiderea261698	K20827
Ssiderea225517	K07375
Ssiderea252487	K15290
Ssiderea230732	K19328
Ssiderea245441	K02997
Ssiderea241362	K05193
Ssiderea253630	K08073
Ssiderea599397	K17267
Ssiderea237724	K24835
Ssiderea250134	K15153
Ssiderea266338	K07763
Ssiderea239701	K25178
Ssiderea271993	K12815
Ssiderea87424	K00033
Ssiderea271567	K25165
Ssiderea237629	K17424
Ssiderea266544	K14537
Ssiderea240610	K25829
Ssiderea255539	K09381
Ssiderea239248	K15377
Ssiderea227676	K07497
Ssiderea235304	K01082
Ssiderea243139	K06069
Ssiderea266102	K01363
Ssiderea244625	K03575
Ssiderea253751	K17682
Ssiderea258665	K04967
Ssiderea271235	K03513
Ssiderea253190	K17307
Ssiderea267710	K11730
Ssiderea261784	K16469
Ssiderea250029	K04556
Ssiderea407598	K02987
Ssiderea236109	K24419
Ssiderea259744	K14411
Ssiderea262385	K10260
Ssiderea245444	K12196
Ssiderea246938	K00819
Ssiderea264462	K02599
Ssiderea269983	K06237
Ssiderea267573	K18933
Ssiderea250537	K12303
Ssiderea257880	K25830
Ssiderea253802	K06792
Ssiderea230004	K14529
Ssiderea256160	K15122
Ssiderea269554	K24359
Ssiderea248551	K10777
Ssiderea269874	K06816
Ssiderea243030	K11662
Ssiderea271921	K17592
Ssiderea222648	K02877
Ssiderea265215	K05853
Ssiderea271612	K14434
Ssiderea251951	K09365
Ssiderea252238	K04430
Ssiderea248439	K09624
Ssiderea252042	K14410
Ssiderea266126	K11835
Ssiderea242211	K19758
Ssiderea219748	K06825
Ssiderea240678	K02732
Ssiderea220749	K06843
Ssiderea258025	K06560
Ssiderea242003	K11989
Ssiderea268055	K25533
Ssiderea262807	K17943
Ssiderea256430	K25421
Ssiderea263765	K10266
Ssiderea271967	K14300
Ssiderea246812	K01135
Ssiderea182771	K06115
Ssiderea241855	K25451
Ssiderea270912	K19603
Ssiderea258943	K17586
Ssiderea261669	K24723
Ssiderea221722	K02206
Ssiderea239378	K26144
Ssiderea226754	K11317
Ssiderea219672	K10382
Ssiderea263528	K11839
Ssiderea269969	K22290
Ssiderea269123	K10408
Ssiderea262492	K04043
Ssiderea238227	K10744
Ssiderea33177	K14753
Ssiderea254224	K01052
Ssiderea264655	K10380
Ssiderea267794	K04967
Ssiderea246317	K13963
Ssiderea261906	K16506
Ssiderea265580	K16669
Ssiderea258523	K12823
Ssiderea269729	K18586
Ssiderea244461	K17592
Ssiderea260082	K02358
Ssiderea197419	K00927
Ssiderea158797	K00485
Ssiderea230037	K16744
Ssiderea262389	K00901
Ssiderea237611	K10848
Ssiderea252500	K19904
Ssiderea228475	K12323
Ssiderea233316	K11096
Ssiderea221347	K20071
Ssiderea259807	K03377
Ssiderea246776	K00476
Ssiderea248561	K01071
Ssiderea267623	K24437
Ssiderea251517	K01904
Ssiderea241147	K04150
Ssiderea269574	K00281
Ssiderea250345	K00002
Ssiderea560844	K04606
Ssiderea263631	K08026
Ssiderea269444	K12828
Ssiderea262998	K06496
Ssiderea224754	K04403
Ssiderea267220	K08622
Ssiderea252004	K12035
Ssiderea262261	K21863
Ssiderea243658	K00072
Ssiderea258601	K12850
Ssiderea244400	K01187
Ssiderea269090	K12177
Ssiderea266504	K11367
Ssiderea237063	K06662
Ssiderea245768	K07763
Ssiderea241586	K02432
Ssiderea236126	K04851
Ssiderea215735	K02324
Ssiderea566009	K16576
Ssiderea262711	K12835
Ssiderea248002	K11796
Ssiderea245340	K14951
Ssiderea236913	K07497
Ssiderea248622	K06753
Ssiderea235993	K12386
Ssiderea579121	K08595
Ssiderea153711	K05040
Ssiderea250205	K20456
Ssiderea265818	K04362
Ssiderea256984	K00858
Ssiderea251157	K04482
Ssiderea235257	K03240
Ssiderea124605	K08632
Ssiderea254856	K25204
Ssiderea516752	K24523
Ssiderea227352	K24742
Ssiderea267029	K11547
Ssiderea252805	K05869
Ssiderea261387	K01769
Ssiderea235003	K18272
Ssiderea238507	K00699
Ssiderea96834	K00434
Ssiderea243849	K23298
Ssiderea256779	K14556
Ssiderea239839	K12590
Ssiderea235309	K02258
Ssiderea246996	K21871
Ssiderea221103	K04592
Ssiderea228651	K17479
Ssiderea241602	K06709
Ssiderea227856	K00432
Ssiderea235479	K24936
Ssiderea254192	K23624
Ssiderea247153	K08813
Ssiderea250034	K14719
Ssiderea253354	K05410
Ssiderea260787	K22282
Ssiderea396616	K02324
Ssiderea229256	K14545
Ssiderea198248	K24936
Ssiderea255359	K01127
Ssiderea262509	K15188
Ssiderea242653	K14845
Ssiderea230090	K01017
Ssiderea257345	K15255
Ssiderea259514	K10610
Ssiderea262227	K20880
Ssiderea243833	K11363
Ssiderea323195	K14391
Ssiderea268006	K06094
Ssiderea206216	K08337
Ssiderea259451	K10149
Ssiderea16123	K10891
Ssiderea290667	K15045
Ssiderea354469	K05034
Ssiderea230532	K11153
Ssiderea51960	K02349
Ssiderea217987	K07374
Ssiderea264176	K08790
Ssiderea262860	K03872
Ssiderea253518	K24536
Ssiderea346244	K03231
Ssiderea268120	K04458
Ssiderea145390	K09513
Ssiderea205130	K10809
Ssiderea253720	K14320
Ssiderea203355	K22754
Ssiderea218870	K07497
Ssiderea216572	K07374
Ssiderea255407	K00641
Ssiderea245906	K05673
Ssiderea269647	K24942
Ssiderea256540	K04424
Ssiderea235039	K06269
Ssiderea243927	K17413
Ssiderea250559	K01647
Ssiderea244985	K16816
Ssiderea243091	K13111
Ssiderea245506	K10770
Ssiderea230132	K22745
Ssiderea224160	K24464
Ssiderea249408	K07923
Ssiderea265373	K11141
Ssiderea472706	K03064
Ssiderea244416	K04981
Ssiderea253034	K09377
Ssiderea240425	K01106
Ssiderea222623	K04153
Ssiderea227502	K01307
Ssiderea235580	K14850
Ssiderea215843	K03234
Ssiderea261523	K18207
Ssiderea265396	K03021
Ssiderea24094	K04150
Ssiderea236798	K14021
Ssiderea229126	K10104
Ssiderea217532	K14453
Ssiderea243037	K15902
Ssiderea269913	K15115
Ssiderea197636	K20028
Ssiderea143841	K02111
Ssiderea228442	K01204
Ssiderea266693	K08052
Ssiderea247079	K11420
Ssiderea248082	K07427
Ssiderea238245	K04515
Ssiderea264376	K01691
Ssiderea258014	K04984
Ssiderea265968	K05637
Ssiderea271026	K09649
Ssiderea249561	K01937
Ssiderea260171	K11968
Ssiderea267834	K14301
Ssiderea457125	K00234
Ssiderea166407	K09037
Ssiderea556806	K12385
Ssiderea240442	K14774
Ssiderea158440	K04989
Ssiderea257240	K07197
Ssiderea265882	K16342
Ssiderea290757	K09866
Ssiderea235756	K12035
Ssiderea238036	K13219
Ssiderea269938	K19909
Ssiderea220936	K10382
Ssiderea212536	K10380
Ssiderea392828	K00164
Ssiderea230064	K09331
Ssiderea251354	K15172
Ssiderea235364	K14995
Ssiderea245158	K13912
Ssiderea39869	K02599
Ssiderea226373	K17424
Ssiderea232291	K08187
Ssiderea205550	K11789
Ssiderea234324	K08045
Ssiderea266055	K04780
Ssiderea254978	K13155
Ssiderea250146	K00586
Ssiderea244289	K10256
Ssiderea245200	K08366
Ssiderea220265	K12832
Ssiderea262622	K24169
Ssiderea228759	K16765
Ssiderea258221	K20839
Ssiderea243149	K10408
Ssiderea194614	K01338
Ssiderea257829	K15216
Ssiderea265400	K03129
Ssiderea1997	K02947
Ssiderea254898	K11252
Ssiderea260878	K25700
Ssiderea260270	K11729
Ssiderea218394	K03231
Ssiderea242799	K01022
Ssiderea268343	K23781
Ssiderea268867	K07497
Ssiderea263583	K24886
Ssiderea239074	K17535
Ssiderea143752	K09657
Ssiderea263027	K15426
Ssiderea271759	K00799
Ssiderea216579	K22790
Ssiderea360366	K08874
Ssiderea215280	K17816
Ssiderea215243	K04593
Ssiderea184694	K19899
Ssiderea253531	K01275
Ssiderea240892	K05692
Ssiderea237195	K03039
Ssiderea543069	K19671
Ssiderea257367	K18080
Ssiderea269510	K05126
Ssiderea268279	K07428
Ssiderea236697	K24155
Ssiderea257544	K13218
Ssiderea267422	K02105
Ssiderea237093	K10064
Ssiderea443510	K02934
Ssiderea225631	K13291
Ssiderea255747	K09275
Ssiderea238341	K09584
Ssiderea262284	K22127
Ssiderea253045	K26169
Ssiderea167228	K24427
Ssiderea242451	K10408
Ssiderea243175	K15109
Ssiderea248404	K17689
Ssiderea261755	K24682
Ssiderea146209	K04148
Ssiderea252056	K14387
Ssiderea240832	K00485
Ssiderea234756	K08997
Ssiderea287991	K05181
Ssiderea271004	K04596
Ssiderea264308	K00109
Ssiderea239023	K24835
Ssiderea246134	K04417
Ssiderea250022	K05126
Ssiderea240625	K16483
Ssiderea261541	K12485
Ssiderea254488	K00108
Ssiderea255536	K10169
Ssiderea259204	K19361
Ssiderea229131	K14326
Ssiderea270835	K14563
Ssiderea251094	K07410
Ssiderea252557	K12804
Ssiderea253240	K01896
Ssiderea270730	K13184
Ssiderea237207	K06723
Ssiderea441390	K00457
Ssiderea248380	K18628
Ssiderea250322	K01019
Ssiderea252794	K05742
Ssiderea221883	K13949
Ssiderea234256	K12621
Ssiderea235381	K09594
Ssiderea336069	K03654
Ssiderea268149	K12854
Ssiderea261047	K03021
Ssiderea261794	K10642
Ssiderea222170	K10479
Ssiderea266584	K14792
Ssiderea151486	K09533
Ssiderea304804	K00681
Ssiderea210891	K19526
Ssiderea251319	K05769
Ssiderea109676	K04079
Ssiderea254023	K01639
Ssiderea269394	K06825
Ssiderea271449	K10051
Ssiderea229801	K05126
Ssiderea46531	K04153
Ssiderea271359	K03175
Ssiderea239124	K03652
Ssiderea259625	K05691
Ssiderea259663	K23435
Ssiderea255873	K07739
Ssiderea243087	K18628
Ssiderea223418	K10615
Ssiderea268212	K24764
Ssiderea188559	K23342
Ssiderea145308	K02918
Ssiderea249512	K17868
Ssiderea243101	K03308
Ssiderea263444	K18533
Ssiderea264253	K03447
Ssiderea262008	K00869
Ssiderea218494	K08547
Ssiderea269107	K08852
Ssiderea263220	K18624
Ssiderea270271	K05695
Ssiderea260808	K10586
Ssiderea267530	K19022
Ssiderea248094	K20412
Ssiderea251650	K07515
Ssiderea266370	K16477
Ssiderea216935	K19465
Ssiderea235417	K15734
Ssiderea391757	K17341
Ssiderea502899	K01279
Ssiderea259424	K12323
Ssiderea227571	K00128
Ssiderea258336	K23500
Ssiderea270640	K20051
Ssiderea251825	K00774
Ssiderea260512	K18018
Ssiderea254867	K24983
Ssiderea255817	K08518
Ssiderea237008	K00706
Ssiderea265604	K11492
Ssiderea267731	K17572
Ssiderea257956	K08745
Ssiderea267827	K06085
Ssiderea256127	K05094
Ssiderea152628	K10357
Ssiderea234980	K10141
Ssiderea262467	K12733
Ssiderea245710	K00972
Ssiderea5470	K19827
Ssiderea248457	K15046
Ssiderea264350	K11644
Ssiderea224959	K05126
Ssiderea240708	K21415
Ssiderea393615	K20174
Ssiderea361385	K17279
Ssiderea254952	K01673
Ssiderea258217	K13147
Ssiderea235071	K12307
Ssiderea240742	K09188
Ssiderea258761	K00059
Ssiderea250046	K12831
Ssiderea259255	K03332
Ssiderea253466	K09008
Ssiderea262307	K16506
Ssiderea217850	K08794
Ssiderea354041	K08545
Ssiderea222724	K05692
Ssiderea271167	K10356
Ssiderea270535	K01530
Ssiderea268809	K24814
Ssiderea217502	K04306
Ssiderea244630	K11338
Ssiderea225538	K24482
Ssiderea416616	K07889
Ssiderea265929	K24706
Ssiderea247183	K19612
Ssiderea260936	K10844
Ssiderea247190	K08488
Ssiderea262708	K04659
Ssiderea265651	K19467
Ssiderea266944	K07379
Ssiderea264690	K02599
